  0.0, 11.3, 11.6,  7.8,  8.8,   6.3, 24.0,-12.8 
  1.3, 11.3, 11.6,  7.8,  8.7,   6.2, 24.0,-12.8 
  2.4, 11.3, 11.6,  7.8,  8.7,   6.1, 24.0,-13.0 
  3.6, 11.2, 11.6,  7.7,  8.5,   6.0, 24.0,-13.0 
  4.8, 11.1, 11.6,  7.6,  8.5,   6.0, 24.0,-13.0 
  5.9, 11.0, 11.5,  7.6,  8.5,   5.9, 24.0,-13.1 
  7.1, 10.9, 11.5,  7.6,  8.5,   5.9, 24.0,-13.2 
  8.3, 10.9, 11.4,  7.5,  8.5,   5.7, 24.0,-13.3 
  9.4, 10.9, 11.3,  7.5,  8.3,   5.7,  0.0,-13.3 
 10.6, 10.9, 11.3,  7.6,  8.4,   5.7,  0.0,-13.3 
 11.8, 11.0, 11.3,  7.6,  8.4,   5.7,  0.0,-13.3 
 12.9, 10.9, 11.3,  7.4,  8.3,   5.8, 25.0,-12.7 
 14.1, 10.9, 11.2,  7.4,  8.3,   5.7, 25.0,-12.8 
 15.3, 10.9, 11.2,  7.4,  8.3,   5.8, 25.0,-12.7 
 16.4, 10.9, 11.2,  7.3,  8.3,   5.8, 25.0,-12.7 
 17.6, 10.8, 11.2,  7.3,  8.2,   5.6,  0.0,-12.7 
 18.8, 10.7, 11.1,  7.3,  8.1,   5.4, 25.0,-13.0 
 19.9, 10.7, 11.1,  7.3,  8.1,   5.4, 25.0,-13.0 
 21.1, 10.7, 11.2,  7.2,  8.1,   5.4, 25.0,-13.0 
 22.8, 10.5, 11.1,  7.1,  8.0,   5.3, 25.0,-13.1 
 23.9, 10.5, 11.0,  7.1,  7.9,   5.4, 25.0,-13.0 
 25.1, 10.5, 11.0,  7.1,  7.9,   5.3, 25.0,-13.1 
 26.3, 10.4, 10.9,  7.0,  7.8,   5.3, 25.0,-13.1 
 27.4, 10.4, 10.9,  7.0,  7.9,   5.3, 25.0,-13.2 
 28.6, 10.4, 10.9,  7.0,  7.9,   5.4, 25.0,-13.1 
