  0.0, 26.5, 26.1, 23.9, 25.1,  24.2, 57.0, 15.1 
  1.1, 26.5, 26.2, 23.9, 25.2,  24.2,  0.0, 15.1 
  2.2, 26.5, 26.1, 23.9, 25.2,  24.2, 56.0, 14.9 
  3.3, 26.6, 26.2, 23.9, 25.2,  24.2, 57.0, 15.1 
  4.5, 26.5, 26.2, 23.9, 25.2,  24.2,  0.0, 15.1 
  5.6, 26.4, 26.2, 23.9, 25.1,  24.2, 57.0, 15.1 
  6.7, 26.6, 26.4, 23.9, 25.3,  24.2, 57.0, 15.2 
  7.8, 26.5, 26.3, 23.9, 25.2,  24.2, 57.0, 15.1 
  8.9, 26.6, 26.4, 23.9, 25.2,  24.2, 57.0, 15.2 
 10.0, 26.4, 26.2, 23.8, 25.1,  24.1, 58.0, 15.3 
 11.1, 26.5, 26.2, 23.9, 25.2,  24.2, 58.0, 15.4 
 12.3, 26.6, 26.3, 23.9, 25.3,  24.3, 58.0, 15.5 
 13.4, 26.5, 26.2, 23.9, 25.1,  24.2, 58.0, 15.4 
 14.5, 26.5, 26.3, 23.9, 25.2,  24.2,  0.0, 15.4 
 15.6, 26.5, 26.3, 23.9, 25.1,  24.2,  0.0, 15.4 
 16.7, 26.5, 26.2, 23.9, 25.1,  24.2,  0.0, 15.4 
 17.8, 26.6, 26.3, 23.9, 25.2,  24.2,  0.0, 15.4 
 19.0, 26.5, 26.2, 23.9, 25.1,  24.2,  0.0, 15.4 
 20.1, 26.5, 26.2, 23.9, 25.1,  24.1, 58.0, 15.3 
 21.2, 26.5, 26.3, 23.9, 25.2,  24.1, 58.0, 15.4 
 22.3, 26.5, 26.1, 23.9, 25.2,  24.1, 58.0, 15.3 
 23.4, 26.5, 26.1, 23.9, 25.1,  24.2, 58.0, 15.4 
 24.5, 26.4, 26.1, 23.9, 25.1,  24.2, 58.0, 15.4 
 25.6, 26.5, 26.2, 23.9, 25.1,  24.1, 57.0, 15.0 
 26.7, 26.5, 26.1, 23.9, 25.1,  24.1, 58.0, 15.3 
 27.9, 26.4, 26.2, 23.9, 25.1,  24.1, 58.0, 15.3 
 29.0, 26.4, 26.2, 23.7, 25.1,  24.0, 58.0, 15.2 
 30.1, 26.4, 26.2, 23.9, 25.1,  24.2, 58.0, 15.4 
 31.2, 26.4, 26.1, 23.8, 25.1,  24.1, 58.0, 15.3 
 32.3, 26.3, 26.1, 23.8, 25.1,  24.1, 58.0, 15.3 
 33.4, 26.4, 26.2, 23.9, 25.1,  24.1, 58.0, 15.4 
 34.5, 26.4, 26.2, 23.9, 25.1,  24.2, 58.0, 15.4 
 35.7, 26.4, 26.2, 23.9, 25.1,  24.2, 58.0, 15.4 
 36.8, 26.4, 26.1, 23.9, 25.1,  24.2, 58.0, 15.4 
 37.9, 26.4, 26.3, 23.9, 25.4,  24.4, 58.0, 15.6 
 39.0, 26.4, 26.1, 23.9, 25.1,  24.2,  0.0, 15.6 
 40.1, 26.4, 26.1, 23.9, 25.1,  24.2, 58.0, 15.4 
 41.3, 26.3, 26.1, 23.8, 25.1,  24.1, 58.0, 15.3 
 42.4, 26.4, 26.1, 23.9, 25.1,  24.1, 58.0, 15.4 
 43.5, 26.5, 26.3, 23.9, 25.2,  24.3, 58.0, 15.5 
 44.6, 26.4, 26.1, 23.8, 25.1,  24.2, 58.0, 15.4 
 45.7, 26.4, 26.1, 23.7, 25.1,  24.2, 58.0, 15.4 
 46.8, 26.4, 26.1, 23.8, 25.1,  24.2, 58.0, 15.4 
